Year,Value,UNIT_MEASURE,SERIES
2015,4.81,PT,SI_POV_DAY1
2016,4.34,PT,SI_POV_DAY1
2017,3.58,PT,SI_POV_DAY1
2018,2.95,PT,SI_POV_DAY1
2019,2.61,PT,SI_POV_DAY1
