Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SL_EMP_INJUR,,PER_100000_POP,1.7
2016,SL_EMP_INJUR,,PER_100000_POP,15.0
2017,SL_EMP_INJUR,,PER_100000_POP,1.1
2018,SL_EMP_INJUR,,PER_100000_POP,2.1
2019,SL_EMP_INJUR,,PER_100000_POP,1.5
2015,SL_EMP_FTLINJUR,,PER_100000_POP,0.6
2016,SL_EMP_FTLINJUR,,PER_100000_POP,6.0
2017,SL_EMP_FTLINJUR,,PER_100000_POP,0.2
2018,SL_EMP_FTLINJUR,,PER_100000_POP,0.2
2019,SL_EMP_FTLINJUR,,PER_100000_POP,0.3
