Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2017,SH_STA_STNT,,,Y0T4,PT,17.5
2017,SH_STA_STNT,,M,Y0T4,PT,17.8
2017,SH_STA_STNT,,F,Y0T4,PT,17.2
