Year,Value,UNIT_MEASURE,SERIES
2015,0.15,PT,GB_XPD_RSDV
2016,0.12,PT,GB_XPD_RSDV
2017,0.09,PT,GB_XPD_RSDV
2018,0.09,PT,GB_XPD_RSDV
2019,0.09,PT,GB_XPD_RSDV
