Year,Value,UNIT_MEASURE,SERIES
2015,980,PT,SH_STA_BRTC
2016,980,PT,SH_STA_BRTC
2017,980,PT,SH_STA_BRTC
2018,990,PT,SH_STA_BRTC
2019,990,PT,SH_STA_BRTC
