Year,Value,UNIT_MEASURE,SERIES
2015,190.3,PER_100000_POP,SH_DTH_NCD
2016,186.9,PER_100000_POP,SH_DTH_NCD
2017,174.2,PER_100000_POP,SH_DTH_NCD
2018,182.1,PER_100000_POP,SH_DTH_NCD
2019,170.6,PER_100000_POP,SH_DTH_NCD
