Year,Value,UNIT_MEASURE,SERIES
2015,31.0,PT,SI_POV_NAHC
2016,30.3,PT,SI_POV_NAHC
2017,29.5,PT,SI_POV_NAHC
2018,27.4,PT,SI_POV_NAHC
2019,26.3,PT,SI_POV_NAHC
