Year,Value,UNIT_MEASURE,SERIES
2015,2904500,NUMBER,FB_BNK_ACCSS
2016,3163334,NUMBER,FB_BNK_ACCSS
2017,3229363,NUMBER,FB_BNK_ACCSS
2018,3517260,NUMBER,FB_BNK_ACCSS
2019,4057782,NUMBER,FB_BNK_ACCSS
