Year,Value,UNIT_MEASURE,SERIES
2015,174,PT,SL_EMP_GTOTL
2016,177,PT,SL_EMP_GTOTL
2017,165,PT,SL_EMP_GTOTL
2018,165,PT,SL_EMP_GTOTL
2019,167,PT,SL_EMP_GTOTL
