Year,Value,UNIT_MEASURE,SERIES
2015,2.6,PER_100000_POP,SH_STA_SCIDEN
2016,2.7,PER_100000_POP,SH_STA_SCIDEN
2017,20.0,PER_100000_POP,SH_STA_SCIDEN
2018,2.4,PER_100000_POP,SH_STA_SCIDEN
2019,2.4,PER_100000_POP,SH_STA_SCIDEN
