Year,Value,UNIT_MEASURE,SERIES
2015,30,PT,AG_LND_FRST
2016,30,PT,AG_LND_FRST
2017,30,PT,AG_LND_FRST
2018,30,PT,AG_LND_FRST
2019,30,PT,AG_LND_FRST
