Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2017,SH_STA_WAST,,,Y0T4,PT,5.6
2017,SH_STA_WAST,,M,Y0T4,PT,6.1
2017,SH_STA_WAST,,F,Y0T4,PT,50.0
2017,SN_STA_OVWGT,,,Y0T4,PT,3.3
2017,SN_STA_OVWGT,,M,Y0T4,PT,3.5
2017,SN_STA_OVWGT,,F,Y0T4,PT,3.2
